collection_number,locality_id,continent,country,state,latitude_band,paleoocean,latitude,longitude,paleolatitude,paleolongitude,formation,member,stratscale,collection_name,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,age_range,time_interval_type,early_epoch,late_epoch,early_period,late_period,early_era,late_era,reference,collection_comments,age_evaluation,comments_evaluation,fossil_type,reference_display,reference_key
PBDB_213710,1105,Europe,Lithuania,,Northern Temperate,Tethys Seaway,55.082001,24.440001,47.7,24.55,Jiesia,,group of beds,Greenish black muds of the Šventoji river,Sventoji,20,late Albian,late Albian,113,100.5,12.5,Sub-Stage,Lower Cretaceous,Lower Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Adnet et al. 2008,"based on nearby landmark; Exposed along the lower reaches of the ≈†ventoji river, in the Jonava area.",valid,"From PBDB: Considered to be of Cenomanian age by Dalinkeviƒçius (1935), on the basis of faunal similarity (fish and invertebrate taxa) to levels elsewhere in Europe (see also Dalinkeviƒçius, 1934). At present, this deposit is assigned to the Jiesia Formation (see Grigelis and Suveizdis, 1993; Grigelis, 1999) and dated as late Albian (Mertiniene, 1978, 1980,\r\n1982; Grigelis and Kisn√©rius, 1982).",,Adnet Et Al. 2008,adnet et al. 2008
PBDB_213711,1106,Europe,Lithuania,,Northern Temperate,Tethys Seaway,54.880001,23.92,47.95,23.33,Labguva,,group of beds,Jakštūnai (beds with Rhynchonella octoplicata),Jakstunai,2,late Cenomanian,late Cenomanian,100.5,93.9,6.6,Sub-Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Adnet et al. 2008,"based on nearby landmark; Jak≈°t≈´nai is in the Kaunas area, but exact coordinates are uncertain (possibly on escarpment between Marva and Jiesios Valley).",valid,"From PBDB: Levels with the brachiopod Rhynchonella octoplicata and those with the belemnite Actinocamax (=Praeactinocamax) plenus which underlie the former, were considered to be Turonian on the basis of both invertebrate taxa (Dalinkeviƒçius, 1934) and shark teeth records such as that of Ptychodus mammillaris Agassiz, 1839. The latter, however, is now known to range from the upper Cenomanian to Coniacian in the Northern Hemisphere (Welton and Farish, 1993; Williamson et al., 1993; Cicimurri, 1998; Shimada and Everhart, 2003; Everhart and Darnell, 2004). The 'gray marls with Rhynchonella octoplicata' in fact appear to be slightly older than anticipated (on foraminiferal evidence; Grigelis and Kisn√©rius, 1982) and are now dated as late Cenomanian and assigned to the Labguva Formation (see Grigelis and\r\nSuveizdis, 1993).",,Adnet Et Al. 2008,adnet et al. 2008
PBDB_213713,1106,Europe,Lithuania,,Northern Temperate,Tethys Seaway,54.880001,23.92,47.95,23.33,Labguva,,group of beds,Naukiemis (Actinocamax plenus zone),,7,late Cenomanian,late Cenomanian,100.5,93.9,6.6,Sub-Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Adnet et al. 2008,"based on nearby landmark; Naukiemis is in the Kaunas area, but exact coordinates are uncertain",valid,"From PBDB: Levels with the brachiopod Rhynchonella octoplicata and those with the belemnite Actinocamax (=Praeactinocamax) plenus which underlie the former, were considered to be Turonian on the basis of both invertebrate taxa (Dalinkeviƒçius, 1934) and shark teeth records such as that of Ptychodus mammillaris Agassiz, 1839. The latter, however, is now known to range from the upper Cenomanian to Coniacian in the Northern Hemisphere (Welton and Farish, 1993; Williamson et al., 1993; Cicimurri, 1998; Shimada and Everhart, 2003; Everhart and Darnell, 2004). The 'gray marls with Rhynchonella octoplicata' in fact appear to be slightly older than anticipated (on foraminiferal evidence; Grigelis and Kisn√©rius, 1982) and are now dated as late Cenomanian and assigned to the Labguva Formation (see Grigelis and Suveizdis, 1993).",,Adnet Et Al. 2008,adnet et al. 2008
PBDB_213716,1108,Europe,Lithuania,,Northern Temperate,Tethys Seaway,54.933998,23.620001,47.62,23.11,,,group of beds,Papiškiai,Papiskiai,7,Cenomanian,Cenomanian,100.5,93.9,6.6,Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Adnet et al. 2008,based on nearby landmark;,valid,"From PBDB: No stratigraphic detail given, but listed between localities now dated as Upper Albian and localities belonging to the ""Actinocamax plenus"" and ""Rhynchonella octoplicata"" zones (Upper Cenomanian).",,Adnet Et Al. 2008,adnet et al. 2008
PBDB_213719,1109,Europe,Lithuania,,Northern Temperate,Tethys Seaway,55.09,22.9,47.89,22.38,Labguva,,group of beds,Skirsnemunė (beds with Rhynchonella octoplicata),,11,late Cenomanian,late Cenomanian,100.5,93.9,6.6,Sub-Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Adnet et al. 2008,based on nearby landmark;,valid,"From PBDB: Levels with the brachiopod Rhynchonella octoplicata and those with the belemnite Actinocamax (=Praeactinocamax) plenus which underlie the former, were considered to be Turonian on the basis of both invertebrate taxa (Dalinkeviƒçius, 1934) and shark teeth records such as that of Ptychodus mammillaris Agassiz, 1839. The latter, however, is now known to range from the upper Cenomanian to Coniacian in the Northern Hemisphere (Welton and Farish, 1993; Williamson et al., 1993; Cicimurri, 1998; Shimada and Everhart, 2003; Everhart and Darnell, 2004). The 'gray marls with Rhynchonella octoplicata' in fact appear to be slightly older than anticipated (on foraminiferal evidence; Grigelis and Kisn√©rius, 1982) and are now dated as late Cenomanian and assigned to the Labguva Formation (see Grigelis and\r\nSuveizdis, 1993).",,Adnet Et Al. 2008,adnet et al. 2008
PBDB_213720,1110,Europe,Lithuania,,Northern Temperate,Tethys Seaway,54.915001,23.85,47.98,23.19,Labguva,,group of beds,Veršvai (Actinocamax plenus zone),Versvai,11,late Cenomanian,late Cenomanian,100.5,93.9,6.6,Sub-Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Adnet et al. 2008,based on nearby landmark;,valid,"From PBDB: Levels with the brachiopod Rhynchonella octoplicata and those with the belemnite Actinocamax (=Praeactinocamax) plenus which underlie the former, were considered to be Turonian on the basis of both invertebrate taxa (Dalinkeviƒçius, 1934) and shark teeth records such as that of Ptychodus mammillaris Agassiz, 1839. The latter, however, is now known to range from the upper Cenomanian to Coniacian in the Northern Hemisphere (Welton and Farish, 1993; Williamson et al., 1993; Cicimurri, 1998; Shimada and Everhart, 2003; Everhart and Darnell, 2004). The 'gray marls with Rhynchonella octoplicata' in fact appear to be slightly older than anticipated (on foraminiferal evidence; Grigelis and Kisn√©rius, 1982) and are now dated as late Cenomanian and assigned to the Labguva Formation (see Grigelis and\r\nSuveizdis, 1993).",,Adnet Et Al. 2008,adnet et al. 2008
PBDB_90730,2056,Europe,Lithuania,,Northern Temperate,Tethys Seaway,55.080002,24.475,47.71,24.58,Jiesia,,group of beds,Vareikia,,1,late Albian,late Albian,113,100.5,12.5,Sub-Stage,Lower Cretaceous,Lower Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Adnet et al. 2008,"based on nearby landmark; ""Jonava area, confluence of the rivers Sventoji and Neris"" (coordinate based on Vareikiai)",valid,,,Adnet Et Al. 2008,adnet et al. 2008
PBDB_90731,4793,Europe,Lithuania,,Northern Temperate,Tethys Seaway,55.09,22.9,50.54,21.66,Brasta,,group of beds,Skirsnemunė (Actinocamax mammillatus zone),,3,Early Campanian,Early Campanian,83.6,72.1,11.5,Sub-Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Adnet et al. 2008,based on nearby landmark;,valid,"From PBDB: upper beds exposed, Brasta Formation, level with 'Actinocamax mammillatus' [=Belemnellocamax mammillatus] (as indicated by Dalinkeviƒçius), of late early Campanian age.",,Adnet Et Al. 2008,adnet et al. 2008
L_1951,2948,Asia,Myanmar,,Tropical,Neo-Tethys,21.80484629,94.66636552,11.46,91.91,Pondaung,,,Kyaukmagyi,,2,middle Eocene,late Eocene,47.8,33.9,13.9,Sub-Epoch,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Adnet et al. 2008a,coordinates estimated from a map,valid,"age justified in the text, according to Tsubamoto, 2002 - 37 +- 1.3 myr, according to Bennami et al., 2002 - Late Bartonian",teeth,Adnet Et Al. 2008a,adnet et al. 2008a
L_1952,2949,Asia,Myanmar,,Tropical,Neo-Tethys,21.7599149,94.65670783,11.79,92.15,Pondaung,,,Nyaung Pin Le (Bahin area),,1,middle Eocene,late Eocene,47.8,33.9,13.9,Sub-Epoch,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Adnet et al. 2008a,coordinates estimated from a map,valid,"age justified in the text, according to Tsubamoto, 2002 - 37 +- 1.3 myr, according to Bennami et al., 2002 - Late Bartonian",teeth,Adnet Et Al. 2008a,adnet et al. 2008a
L_1953,2950,Asia,Myanmar,,Tropical,Neo-Tethys,22.03208709,94.43441541,11.4,91.6,Pondaung,,,Kyaukmagyi (Mogaung area),,1,middle Eocene,late Eocene,47.8,33.9,13.9,Sub-Epoch,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Adnet et al. 2008a,coordinates estimated from a map,valid,"age justified in the text, according to Tsubamoto, 2002 - 37 +- 1.3 myr, according to Bennami et al., 2002 - Late Bartonian",teeth,Adnet Et Al. 2008a,adnet et al. 2008a
L_1117,2250,Europe,France,Aquitaine,Northern Temperate,Atlantic,43.54468,-1.1018,42.04,-1.48,,,,Peyrehorade,,39,Bartonian,Bartonian,41.2,37.71,3.49,Stage,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Adnet et al. 2008b,coordinates estimaed from a map,valid,"age stated in the tex as Bartonian, in the geological map provided marked as Late Eocene",teeth,Adnet Et Al. 2008b,adnet et al. 2008b
PBDB_118104,69,Europe,Spain,Alicante,Northern Temperate,Atlantic,38.084999,-0.676944,37.92,-0.72,Rojales Sandstone,,,Guardamar del Segura,,2,Zanclean,Zanclean,5.333,3.6,1.733,Stage,Pliocene,Pliocene,Neogene,Neogene,Cenozoic,Cenozoic,Adnet et al. 2009a,estimated from map; 1 km west of town,valid,"From PBDB: early Pliocene; Bajo Segura Basin, top of Pliocene unit I of Montenat (1977); P1/P2 system in Caracuel et al. (2005)",,Adnet Et Al. 2009a,adnet et al. 2009a
PBDB_149604,322,Africa,Angola,,Tropical,Indian,-12.816389,13.150833,-17.06,7.82,,,,Santa Clara-Dombe Grande,,1,Priabonian,Priabonian,37.71,33.9,3.81,Stage,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Adnet et al. 2009b," Benguela Basin (South of Benguela), Middle coast of Angola",valid,,,Adnet Et Al. 2009b,adnet et al. 2009b
PBDB_96686,2100,Africa,Western Sahara,,Tropical,Atlantic,23.355,-16.031944,22.02,-17.11,Samlat,Gerran,group of beds,"El Argoub, south B1",,42,Priabonian,Priabonian,37.71,33.9,3.81,Stage,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Adnet et al. 2010,estimated from map;,valid,From PBDB: fossils found in unit 2 of 3; tentatively identified as the Gerran Member of the Samlat Formation,,Adnet Et Al. 2010,adnet et al. 2010
PBDB_96688,2100,Africa,Western Sahara,,Tropical,Atlantic,23.355,-16.031944,22.09,-17.05,Samlat,Gerran,group of beds,"El Argoub, south B2",,31,Priabonian,Priabonian,37.71,33.9,3.81,Stage,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Adnet et al. 2010,estimated from map;,valid,From PBDB: fossils found in unit 2 of 3; tentatively identified as the Gerran Member of the Samlat Formation,,Adnet Et Al. 2010,adnet et al. 2010
PBDB_145984,299,Africa,Egypt,,Northern Temperate,Neo-Tethys,28.815277,29.140556,22.98,27.09,Qasr El Sagha,,formation,Km55,,14,Priabonian,Priabonian,37.71,33.9,3.81,Stage,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Adnet et al. 2011,stated in text;,valid,,,Adnet Et Al. 2011,adnet et al. 2011
L_1208,2323,North America,United States,,Northern Temperate,Pacific,37.5,-79,39.52,-72.11,Old Church,,,Virginia,,1,late Oligocene,early Miocene,27.82,15.97,11.85,Sub-Epoch,Oligocene,Miocene,Paleogene,Neogene,Cenozoic,Cenozoic,Adnet et al. 2012a,coordinates estimated from a nearby landmark,valid,"age taken from Muller, 1999",teeth,Adnet Et Al. 2012a,adnet et al. 2012a
L_1210,2324,Europe,Germany,,Northern Temperate,Neo-Tethys,48.2,10.816667,46.55,10.64,,,,Galon-Grabens,,1,early Oligocene,early Oligocene,33.9,27.82,6.08,Sub-Epoch,Oligocene,Oligocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Adnet et al. 2012a,"coordinates estimated from a nearby landmark; record originally reported by Pfeil, 1981",valid,"age taken from Pfeil, 1981",teeth,Adnet Et Al. 2012a,adnet et al. 2012a
PBDB_213663,1100,Europe,France,Drôme,Northern Temperate,Tethys Seaway,44.381599,5.2499,31.91,19.56,,,bed,Forest track on Fenestrelle hill,,1,late Hauterivian,late Hauterivian,132.6,129.4,3.2,Sub-Stage,Lower Cretaceous,Lower Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Adnet et al. 2012b,"stated in text; Situated near Road D64 in the county of Curnier, 8 km east of Nyons (Dr√¥me, southeast France). The short succession crops out on the embankment of the forest track that climbs the ""Fenestrelle"" hill. N 44¬∞ 22' 53.89"", E 5¬∞ 14' 59.94"".",valid,"From PBDB: Ammonites were recovered from the lower and upper calcareous marlstones that under- and overlie the horizon bearing the shark teeth. Five ammonites were identified. One of these, Pseudothurmannia, probably P. catulloi (Parona), is the index species of the second subzone (P. catulloi Subzone) of the P. ohmi Zone.",,Adnet Et Al. 2012b,adnet et al. 2012b
L_2731,3510,North America,Canada,,Northern Temperate,Arctic,59.073669,-123.99046,67.29,-99,,,,Western Canada,,1,Cenomanian,Maastrichtian,100.5,66,34.5,Epoch,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Adnet et al. 2013,"coordinates just general west canada, few information",invalid,only abstract available and no geological information provided,teeth,Adnet Et Al. 2013,adnet et al. 2013
PBDB_144474,247,South America,Peru,,Tropical,Pacific,-7.330556,-74.947502,-8.36,-63.72,,,,CTA-27,CTA 27,1,Middle Eocene,Middle Eocene,47.8,37.71,10.09,Sub-Epoch,Eocene,Eocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Adnet et al. 2014,stated in text;,valid,"Changed max and min ages from 41.6 and 39 to 47.8 and 37.71 based on ISC chart 2022; From PBDB: Campbell et al. (2021). The first appearance datum for Caviomorpha in South America is purported to be the CTA-27 site in the Contamana region of Per√∫, which is hypothesized to be ‚àº41 Ma (Middle Eocene) in age. However, the presence of the same caviomorph species and/or genera at both CTA-27 and at Santa Rosa is now difficult to reconcile with a >11-My age difference. To further test the Middle Eocene age estimate for CTA-27, we ran multiple Bayesian tip-dating analyses of Caviomorpha, treating the ages of all Paleogene species from Per√∫ as unknown. These analyses produced mean age estimates for Santa Rosa that closely approximate the maximum 29.6 ¬± 0.08 Ma composite date provided by detrital zircons, but predict that CTA-27 is much younger than currently thought (‚àº30 Ma). We conclude that the ‚àº41 Ma age proposed for CTA-27 is incorrect, and that there are currently no compelling Eocene records of either rodents or primates in the known fossil record of South America.",,Adnet Et Al. 2014,adnet et al. 2014
L_2732,3511,Europe,Denmark,Sjælland,Northern Temperate,Tethys Seaway,55.300309,12.445968,50.49,11.33,Tor,Sigerslev,,Stevns Klingt -  Grey chalk,,27,Middle Turonian,Maastrichtian,93.9,66,27.9,Sub-Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Adolfssen 2012,coordinates generally Stevns Klingt ,valid,age justified in the text,"teeth, unspecified, complete specimen",Adolfssen 2012,adolfssen 2012
L_2733,3512,Europe,Denmark,Sjælland,Northern Temperate,Tethys Seaway,55.300309,12.445968,46.59,12.87,Tor,Fiskeler,,Stevns Klingt -  Fiskeler FCII,,10,late Cenomanian,Maastrichtian,100.5,66,34.5,Sub-Stage,Upper Cretaceous,Paleocene,Cretaceous,Paleogene,Mesozoic,Cenozoic,Adolfssen 2012,coordinates generally Stevns Klingt ,valid,age justified in the text,"teeth, unspecified",Adolfssen 2012,adolfssen 2012
L_2734,3512,Europe,Denmark,Sjælland,Northern Temperate,Tethys Seaway,55.300309,12.445968,46.59,11.48,Tor,Fiskeler,,Stevns Klingt -  Fiskeler FCIII,,9,late Cenomanian,Maastrichtian,100.5,66,34.5,Sub-Stage,Upper Cretaceous,Paleocene,Cretaceous,Paleogene,Mesozoic,Cenozoic,Adolfssen 2012,coordinates generally Stevns Klingt ,valid,age justified in the text,"teeth, unspecified",Adolfssen 2012,adolfssen 2012
L_2735,3512,Europe,Denmark,Sjælland,Northern Temperate,Tethys Seaway,55.300309,12.445968,47.27,11.07,Tor,Fiskeler,,Stevns Klingt -  Fiskeler FCIV,,13,late Cenomanian,Maastrichtian,100.5,66,34.5,Sub-Stage,Upper Cretaceous,Paleocene,Cretaceous,Paleogene,Mesozoic,Cenozoic,Adolfssen 2012,coordinates generally Stevns Klingt ,valid,age justified in the text,"teeth, unspecified",Adolfssen 2012,adolfssen 2012
L_2736,3512,Europe,Denmark,Sjælland,Northern Temperate,Tethys Seaway,55.300309,12.445968,49.99,11.09,Tor,Fiskeler,,Stevns Klingt -  Fiskeler FCV,,15,Early Cenomanian,Maastrichtian,100.5,66,34.5,Sub-Stage,Upper Cretaceous,Paleocene,Cretaceous,Paleogene,Mesozoic,Cenozoic,Adolfssen 2012,coordinates generally Stevns Klingt ,valid,age justified in the text,"teeth, unspecified",Adolfssen 2012,adolfssen 2012
L_2737,4946,Europe,Denmark,Sjælland,Northern Temperate,Tethys,55.300309,12.445968,53.53,10.8,Rødvig,Cerithium Limestone,,Stevns Klingt -  Cerithium Limestone,,18,Danian,Danian,66,61.6,4.4,Stage,Paleocene,Paleocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Adolfssen 2012,"coordinates generally Stevns Klingt, early danian",valid,ages justified in the text,"teeth, unspecified",Adolfssen 2012,adolfssen 2012
L_2738,4946,Europe,Denmark,Sjælland,Northern Temperate,Tethys,55.300309,12.445968,54.21,10.73,Rødvig,,,Stevns Klingt -  Bryozoan Limestone,,10,Danian,Danian,66,61.6,4.4,Stage,Paleocene,Paleocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Adolfssen 2012,"coordinates generally Stevns Klingt, middle danian",valid,ages justified in the text,"teeth, unspecified",Adolfssen 2012,adolfssen 2012
L_2739,3513,Europe,Denmark,Sjælland,Northern Temperate,Tethys,55.260216,12.119951,53.71,10.56,Rødvig,,,Faxe limestone quarry -  Bryozoan Limestone,,19,Danian,Danian,66,61.6,4.4,Stage,Paleocene,Paleocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Adolfssen 2012,middle danian,valid,ages justified in the text,"teeth, unspecified",Adolfssen 2012,adolfssen 2012
L_2740,3515,Europe,Denmark,Sjælland,Northern Temperate,Tethys Seaway,54.982486,12.543767,52.55,11.19,Tor,Sigerslev,,Møns Klint  -  Grey chalk,,1,Maastrichtian,Maastrichtian,72.1,66,6.1,Stage,Upper Cretaceous,Upper Cretaceous,Cretaceous,Cretaceous,Mesozoic,Mesozoic,Adolfssen 2012,coordinates generally Møns Klingt,valid,age justified in the text,teeth,Adolfssen 2012,adolfssen 2012
L_1283,2375,Europe,Denmark,,Northern Temperate,Tethys,55.27278082,12.11118017,53.95,10.47,Faxe,,,"Faxe, intermediate bryozoan limestone",Br2,15,Danian,Danian,66,61.6,4.4,Stage,Paleocene,Paleocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Adolfssen and Ward 2015,coordinates estimated from a nearby landmark; middle Danian according to the authors,valid,"age justified in the text, Middle Danian",teeth,Adolfssen & Ward 2015,adolfssen & ward 2015
L_1284,2376,Europe,Denmark,,Northern Temperate,Tethys,55.34559302,12.43990715,53.58,10.79,Rødvig,,,Stevns Kridtbrud,Ce,18,Danian,Danian,66,61.6,4.4,Stage,Paleocene,Paleocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Adolfssen and Ward 2015,coordinates estimated from a map; early Danian according to the authors,valid,"age justified in the text, Early Danian",teeth,Adolfssen & Ward 2015,adolfssen & ward 2015
L_1285,2375,Europe,Denmark,,Northern Temperate,Tethys,55.27278082,12.11118017,53.49,10.62,,Korsnaeb,,"Faxe, lower bryozoan limestone",Br1,7,Danian,Danian,66,61.6,4.4,Stage,Paleocene,Paleocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Adolfssen and Ward 2015,coordinates estimated from a nearby landmark; early Danian according to the authors,valid,"age justified in the text, Early-Middle Danian",teeth,Adolfssen & Ward 2015,adolfssen & ward 2015
L_1286,2377,Europe,Denmark,,Northern Temperate,Tethys,55.82044968,12.31171615,54.27,10.71,,,,Terkelskov,,1,early Paleocene,early Paleocene,66,61.6,4.4,Sub-Epoch,Paleocene,Paleocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Adolfssen and Ward 2015,coordinates estimated from a nearby landmark,invalid,age not justified in the tex,teeth,Adolfssen & Ward 2015,adolfssen & ward 2015
L_1287,2375,Europe,Denmark,,Northern Temperate,Tethys,55.27278082,12.11118017,53.49,10.47,,,,Østsjællands Museum in Faxe ,,1,early Paleocene,early Paleocene,66,61.6,4.4,Sub-Epoch,Paleocene,Paleocene,Paleogene,Paleogene,Cenozoic,Cenozoic,Adolfssen and Ward 2015,coordinates estimated from a nearby landmark,invalid,age not justified in the tex,teeth,Adolfssen & Ward 2015,adolfssen & ward 2015
PBDB_118106,71,South America,Venezuela,Paraguana,Tropical,Pacific,11.973889,-70.01889,10.84,-67.77,Cantaure,,formation,Cantaure Formation,,14,Early Miocene,Early Miocene,23.03,15.97,7.06,Sub-Epoch,Miocene,Miocene,Neogene,Neogene,Cenozoic,Cenozoic,Aguilera and de Aguilera 2004,estimated from map;,valid,,,Aguilera & de Aguilera 2004,aguilera & de aguilera 2004
