author,year,identifier,title,journal,DOI,abstract,author1,journal_detail,pubtype,language,source,collection_number,occurrence_number,reference_key,reference_display
"Leder, R.M.",2015,,Fossile Reste von Selachiern und Chimaeren aus dem Muschelschluff und Phosphoritknollenhorizont von Zwenkau bei Leipzig. [Fossil remains of selachiens and chimaera from the Muschelschluff and Phosphoritknollenhorizont of Zwenkau near Leipzig].,Geologica Saxonia,,"Fossil remains of selachiens and chimaera from the Muschelschluff and Phosphoritknollenhorizont (Böhlen-Formation) of Zwenkau near Leipzig were described. The findings comprise new taxa or taxa that for the appropriate strata very rare are. Beside the new described genus Arnomobula gen. nov., the mobuloid rays Arnomobula eythrai gen. et spec. nov. and Argoubia arnoldmülleri spec. nov. as well as the scyliorhinid shark Scyliorhinus kannenbergi spec. nov. were described and verified as new species. As type horizons the Phosphoritknollenhorizont and Muschelschluff were determined. Beside the first description of oral teeth of the saw shark Pristiophorus rupeliensis Steuerbaut & Herman 1987 for the fossil site further pretty rare rostral teeth of the species as well as a fragment of the palatinal tooth plate of Chimaera gosseleti Winkler 1880 could be described. The fossil samples mirror the faunal progress in a marginal sea at the maximum transgression of the North Sea.",Leder,"Geologica Saxonia, 61 (1): 73 – 90",Journal article,German,L,L_1282,"L_1477, L_1478, L_1479, L_148",leder 2015,Leder 2015
"Ledoux, J.-C.",1972,,Les Squalidae (Euselachii) miocènes des environs d'Avignon (Vaucluse).,Documents des Laboratoires de Geologie de la Facult des Sciences de Lyon,,,Ledoux,"Documents des Laboratoires de Geologie de la Facult des Sciences de Lyon, Notes et Mém., 52: 133–175, 18 fig., 1 tabl.",Journal article,French,L,"L_1054, L_1055, L_1056, L_1057, L_1058, L_1059, L_1060, L_1061, L_1062","L_11298, L_11299, L_113, L_11300, L_11301, L_11302, L_11303, L_11304, L_11307, L_11308, L_11309, L_1131, L_11310, L_11312, L_11313, L_11314, L_11315, L_11317, L_11318, L_11319, L_1132, L_11320, L_11322, L_11323, L_11324, L_11325, L_11326, L_11328, L_11329, L_1133, L_11333, L_11334, L_11336, L_11337, L_11338, L_11339, L_1134, L_11341, L_11342, L_11343, L_11344",ledoux 1972,Ledoux 1972
"Lehman T. M., ",1989,,Giant Cretaceous sawfish (Onchosaurus) from Texas,Journal of Paleontology,10.1017/s0022336000019752,,Lehman,,Journal article,English,PBDB,PBDB_91311,PBDB_10383,lehman 1989,Lehman 1989
"Lehman T. M., Tomlinson S. L., ",2004,,"Terlinguachelys fischbecki, a new genus and species of sea turtle (Chelonioidea: Protostegidae) from the Upper Cretaceous of Texas",Journal of Paleontology,10.1666/0022-3360(2004)078<1163:tfanga>2.0.co;2,,Lehman,,Journal article,English,PBDB,PBDB_90466,L_9430,lehman & tomlinson 2004,Lehman & Tomlinson 2004
"Lehmann, J. & Rohe, H.",2011,,Zähne des Riesenhaies Carcharocles megalodon als Geschiebe aus dem Münsterland (NW-Deutschland). (Teeth of the Giant Shark Carcharocles megalodon as Geschiebe (glacial erratic boulder) from Münsterland (NW Germany)),Geschiebekunde aktuell,,"Teeth of the giant Neogene shark Carcharocles megalodon are rare glacial erratic boulders in North Germany. Finds collected in the Münsterland area are figured, all derived during the Saale ice age. Two teeth come from the Münsterländer Kiessandzug and one from ground moraine deposits of Ahaus-Alstätte. Age and origin of the specimens are briefly dis-cussed.",Lehmann,"Geschiebekunde aktuell, 27 (3): 69-74",Journal article,German,L,"L_887, L_888","PBDB_10288, L_943",lehmann & rohe 2011,Lehmann & Rohe 2011
"Leidy J., ",1855,a,Indications of Twelve Species of Fossil Fishes,Proceedings of the Academy of Natural Sciences of Philadelphia,,,Leidy,,Journal article,English,PBDB,"PBDB_84044, PBDB_84050","PBDB_10115, PBDB_10116, PBDB_12981",leidy 1855a,Leidy 1855a
"Leidy J., ",1855,b,"Indications of five species, with two new genera, of extinct Fishes",Proceedings of the Academy of Natural Sciences of Philadelphia,,,Leidy,,Journal article,English,PBDB,PBDB_132558,PBDB_10091,leidy 1855b,Leidy 1855b
"Leidy J., ",1856,,"Notices of remains of extinct vertebrated animals of New Jersey, collected by Prof. Cook of the State Geological Survey under the direction of Dr. W. Kitchell",Proceedings of the Academy of Natural Sciences of Philadelphia,,,Leidy,,Journal article,English,PBDB,PBDB_126156,PBDB_12790,leidy 1856,Leidy 1856
"Leidy J., ",1877,,"Description of vertebrate remains, chiefly from the phosphate beds of South Carolina",Journal of the Academy of Natural Sciences of Philadelphia,,,Leidy,,Journal article,English,PBDB,PBDB_126161,PBDB_12794,leidy 1877,Leidy 1877
"Leriche M., ",1938,,"Contribution à l'étude des Poissons fossiles des pays riverains de la Méditerranée américaine (Venezuela, Trinité, Antilles, Mexique)",Mémoires de la Société Paléontologique Suisse,,,Leriche,,Journal article,French,PBDB,"PBDB_169204, PBDB_221443, PBDB_221444, PBDB_221445, PBDB_221446, PBDB_221504, PBDB_221505, PBDB_221506, PBDB_221507, PBDB_221508, PBDB_221509, PBDB_221510, PBDB_85460","PBDB_16102, PBDB_23107, PBDB_23108, PBDB_23109, PBDB_23111, PBDB_23112, PBDB_23113, PBDB_23114, PBDB_23115, PBDB_23116, PBDB_23117, PBDB_23118, PBDB_23119, PBDB_23120, PBDB_23121, PBDB_23122, PBDB_23123, PBDB_23124, PBDB_23125, PBDB_23126, PBDB_23127, PBDB_23128, PBDB_23129, PBDB_10161, PBDB_23110",leriche 1938,Leriche 1938
"Leriche M., ",1942,,Contribution a l'etude des faunes ichthyologiques marines des terrains tertiaires de la plaine cotiere Atlantique et du centre des Etats-Unis,Memoires de la Societe Geologique de France (Nouvelle Serie),,,Leriche,,Journal article,French,PBDB,"PBDB_16411, PBDB_18506, PBDB_18518, PBDB_28983, PBDB_45630, PBDB_57114, PBDB_60908, PBDB_71798, PBDB_80231, PBDB_81880, PBDB_83826, PBDB_84011, PBDB_84018, PBDB_84019, PBDB_84020, PBDB_84046, PBDB_84047, PBDB_84051, PBDB_84052, PBDB_84054, PBDB_84055, PBDB_84058, PBDB_84060, PBDB_84062, PBDB_84102, PBDB_91123","PBDB_27537, PBDB_27616, PBDB_27637, PBDB_27669, PBDB_27525, PBDB_27666, PBDB_27668, PBDB_16535, PBDB_26897, PBDB_16527, PBDB_10129, PBDB_16530, PBDB_10010, PBDB_10113, PBDB_1038, PBDB_16524, PBDB_16541, PBDB_26893, PBDB_23484, PBDB_15916, PBDB_16536, PBDB_16537, PBDB_16525, PBDB_16542, PBDB_25523, PBDB_26894, PBDB_10082, PBDB_10081, PBDB_10099, PBDB_1011, PBDB_10119, PBDB_10123, PBDB_10125, PBDB_10127, PBDB_10380, PBDB_101, PBDB_10095, PBDB_1010, PBDB_10102, PBDB_10110, PBDB_10114, PBDB_15915, PBDB_16533, PBDB_10117, PBDB_16532, PBDB_10084, PBDB_10085, PBDB_16526, PBDB_16544, PBDB_25524, PBDB_16545, PBDB_10130, PBDB_16546, PBDB_27321, PBDB_10118, PBDB_25792, PBDB_1001, PBDB_10080, PBDB_10083, PBDB_10094, PBDB_10098, PBDB_10101, PBDB_10112, PBDB_10121, PBDB_10122, PBDB_10124, PBDB_10381, PBDB_10078, PBDB_10120, PBDB_10097, PBDB_16528, PBDB_16547, PBDB_25525, PBDB_26895, PBDB_1012, PBDB_16534, PBDB_24477, PBDB_16529, PBDB_16548, PBDB_26896, PBDB_16522, PBDB_16539, PBDB_26892, PBDB_10131, PBDB_10088, PBDB_1013, PBDB_10087, PBDB_10086, PBDB_16538, PBDB_24478, PBDB_1008, PBDB_16531, PBDB_16549, PBDB_16540, PBDB_25560, PBDB_16523, PBDB_23483, PBDB_16543, PBDB_10096, PBDB_16550, PBDB_10100, PBDB_10079",leriche 1942,Leriche 1942
"Lewy Z., Cappetta H., ",1989,,Senonian elasmobranch teeth from Israel. Biostratigraphic and paleoenvironmental implications,"Neues Jahrbuch für Geologie und Paläontologie, Monatshefte",10.1127/njgpm/1989/1989/212,,Lewy,,Journal article,English,PBDB,"PBDB_214861, PBDB_214862, PBDB_214863, PBDB_214864, PBDB_214865, PBDB_35443, PBDB_35444","PBDB_23884, PBDB_22766, PBDB_22761, PBDB_22762, PBDB_22763, PBDB_22764, PBDB_22765, PBDB_22767, PBDB_22768, PBDB_22769, PBDB_22770, PBDB_22771, PBDB_22772, PBDB_22773, PBDB_22774, PBDB_22775, PBDB_22776, PBDB_22777, PBDB_22778, PBDB_22779, PBDB_22780, PBDB_22781, PBDB_22782, PBDB_22783, PBDB_22784, PBDB_22785, PBDB_22786, PBDB_22787, PBDB_22788, PBDB_22789, PBDB_22790, PBDB_22791, PBDB_22792, PBDB_22793, PBDB_23868, PBDB_23869, PBDB_23870, PBDB_23871, PBDB_23872, PBDB_23873, PBDB_23874, PBDB_23875, PBDB_23877, PBDB_23878, PBDB_23879, PBDB_23880, PBDB_23881, PBDB_23882, PBDB_23883, PBDB_23885, PBDB_23886, PBDB_23887, PBDB_23888, PBDB_23889, PBDB_23890, PBDB_23891, PBDB_23892, PBDB_23893, PBDB_23894, PBDB_23895, PBDB_23896, PBDB_23897, PBDB_23898, PBDB_23899, PBDB_23900, PBDB_23901, PBDB_23902, PBDB_23903, PBDB_23904, PBDB_23905, PBDB_23906, PBDB_23907, PBDB_23908",lewy & cappetta 1989,Lewy & Cappetta 1989
"Li, G.-Q.",1997,,"Elasmobranchs from the Lower Tertiary of the western Tarim Basin, China, and their biostratigraphic significance.",Palaeoworld,,"A regional elasmobranch fauna, the Tarim fish fauna, is examined in this paper. The composition of this fauna is comparable to a certain extent with the late Eocene eastern North Atlantic elasmobranch fauna of the Paris Basin. A comprehensive study of the stratigraphic distribution of the genera and species in the Tarim fish fauna indicates that the fish-bearing Wulagen Formation must include deposits formed mainly in the late Eocene and part of the lower Oligocene, and that the Qimugen Formation is basically early Eocene in age. An ecological explanation of this fish fauna suggests that a warm subtropical shallow Tarim Sea still existed by late Eocene and early Oligocene time. The paleozoogeographic interpretation of the taxa shared by both the Tarim fauna and the Paris Basin fauna also suggests that there might have been a wide communication between the Tarim Sea and the eastern part of the North Atlantic Ocean, or that the Tarim Sea was the east extension of the early eastern North Atlantic.",Li,"Palaeoworld, 7: 107–136, 13 fig., 2 tabl.",Journal article,English,L,"L_1383, L_1384","L_20698, L_20691, L_20692, L_20694, L_20695, L_20696, L_20697, L_20699, L_207, L_2070, L_20700, L_20701, L_20702, L_20704, L_20705, L_20706, L_20707, L_20708, L_20709, L_2071, L_20710, L_20711, L_20712, L_20713",li 1997,Li 1997
"Lienau, H.-W.",1985,,"Wachstumsanomalie an einem Zahn von Procarcharodon (Selachii, Chondrichthyes) aus den obereozänen Gehlbergschichten von Helmstedt (Niedersachsen).",Paläontologische Zeitschrift,10.1007/BF02988815,"In the Upper Eocene Gehlberg Formation of Helmstedt, a tooth ofProcarcharodon Casier, 1960 was discovered which shows a distinct anomaly in growth. This anomaly is thought to be the result of a growth hinderance in the germstage of the tooth. The germ of selachian teeth is a hydroskeleton and is situated in the connective tissue at the lower part of the jaws. Since the hydroskeleton of the germ itself was not damaged, the deformed tooth hardened and later on was pushed in its functional position.",Lienau,"Paläontologische Zeitschrift, 59 (3/4): 301–310, 8 fig.",Journal article,German,L,L_1608,L_2253,lienau 1985,Lienau 1985
"Liggett G. A., Shimada K., S. C. Bennett, B. A. Schumacher",2005,,"Cenomanian (Late Cretaceous) reptiles from northwestern Russell County, Kansas",PaleoBios,,,Liggett,,Journal article,English,PBDB,PBDB_94538,"PBDB_10576, PBDB_10577, PBDB_10578, PBDB_10579, PBDB_1058, PBDB_10581, PBDB_10582, PBDB_10583, PBDB_10584, PBDB_10585, PBDB_10580",liggett et al. 2005,Liggett et al. 2005
"Lillegraven J. A., Eberle J. J., ",1999,,Vertebrate faunal changes through Lancian and Puercan time in southern Wyoming,Journal of Paleontology,10.1017/s0022336000032510,,Lillegraven,,Journal article,English,PBDB,"PBDB_14540, PBDB_14541, PBDB_14542, PBDB_14543, PBDB_14544, PBDB_14729, PBDB_14730, PBDB_70340, PBDB_70343, PBDB_75287, PBDB_75296, PBDB_75429, PBDB_75431, PBDB_75442, PBDB_75447","PBDB_14012, PBDB_14013, PBDB_14014, PBDB_14015, PBDB_14016, PBDB_14017, PBDB_14089, PBDB_14090, PBDB_26613, PBDB_26614, PBDB_26615, PBDB_27044, PBDB_27045, PBDB_27046, PBDB_27047, PBDB_27048, PBDB_27049",lillegraven & eberle 1999,Lillegraven & Eberle 1999
"Lillegraven J.A., McKenna M.C.",1986,,"Fossil mammals from the ""Mesaverde"" Formation (Late Cretaceous, Judithian) of the Bighorn and Wind River basins, Wyoming, with definitions of Late Cretaceous North American Land-Mammal ""Ages"".",American Museum Novitates,,,Lillegraven,,Journal article,English,PBDB,PBDB_14458,,lillegraven & mckenna 1986,Lillegraven & Mckenna 1986
"Lindsay E.H., Flynn L.J., Cheema I.U., Barry J.C., Downing K., Rajpar A.R., Raza, S.M.",2005,,Will Downs and the Zinda Pir Dome,Palaeontologia Electronica,,,Lindsay,,Journal article,English,PBDB,,"PBDB_27533, PBDB_27534",lindsay et al. 2005,Lindsay et al. 2005
Lofgren D.L.,1995,,"The Bug Creek problem and the Cretaceous-Tertiary transition at McGuire Creek, Montana. ",University of California Publications in Geological Sciences,,,Lofgren,,Journal article,English,PBDB,PBDB_14580,,lofgren 1995,Lofgren 1995
"Long D. J., ",1992,b,"Sharks from the La Meseta Formation (Eocene), Seymour Island, Antarctic Peninsula",Journal of Vertebrate Paleontology,10.1080/02724634.1992.10011428,,Long,,Journal article,English,PBDB,PBDB_31173,"PBDB_23506, PBDB_23507, PBDB_23508, PBDB_23509, PBDB_23510, PBDB_23511, PBDB_23512, PBDB_23513, PBDB_23514, PBDB_23515, PBDB_23516, PBDB_23517, PBDB_23518",long 1992b,Long 1992b
"Long D. J., ",1993,a,"Preliminary List of the Marine Fishes and Other Vertebrate Remains from the Late Pleistocene Palos Verdes Sand Formation at Costa Mesa, Orange County, California",PaleoBios,,,Long,,Journal article,English,PBDB,,,long 1993a,Long 1993a
"Long D. J., ",1993,b,Late Miocene and Early Pliocene fish assemblages from the north central coast of Chile,Tertiary Research,10.1016/j.annpal.2012.04.001,,Long,,Journal article,English,PBDB,,,long 1993b,Long 1993b
"Long D. J., Murphy M. A., P. U. Rodda",1993,,"A New World occurrence of Notidanodon lanceolatus (Chondrichthyes, Hexanchidae) and comments on hexanchid shark evolution",Journal of Paleontology,10.1017/s0022336000024975,,Long,,Journal article,English,PBDB,PBDB_90650,PBDB_10350,long et al. 1993,Long et al. 1993
"Long D. J., Stilwell J. D., ",2000,,"Fish remains from the Eocene of Mount Discovery, East Antarctica","Paleobiology and Paleoenvironments of Eocene Rocks, McMurdo Sound, East Antarctica. Antarctic Research Series",10.1029/ar076p0349,,Long,,Journal article,English,PBDB,PBDB_43030,"PBDB_24325, PBDB_24326",long & stilwell 2000,Long & Stilwell 2000
"Long, D.J.",1992,a,Paleoecology of Eocene Antarctic sharks.,"The Antarctic Paleoenvironment: A Perspective on Global Change. Antarctic Research Series, American Geophysical Union",,,Long,"The Antarctic Paleoenvironment: A Perspective on Global Change. Antarctic Research Series, American Geophysical Union",Journal article,English,L,,"L_20714, L_20715, L_20716, L_20717, L_20718, L_20719, L_2072, L_20720, L_20721, L_20722, L_20723, L_20724, L_20725, L_20726, L_20727, L_20728, L_20729",long 1992a,Long 1992a
"Longbottom A. E., ",1979,,Miocene Sharks' teeth from Ecuador,Bulletin of The British Museum (Natural History) Geology,,,Longbottom,,Journal article,English,PBDB,"PBDB_151704, PBDB_151705, PBDB_151893","PBDB_14221, PBDB_14222, PBDB_14223, PBDB_14224, PBDB_14225, PBDB_14226, PBDB_14227, PBDB_14228, PBDB_14229, PBDB_14230, PBDB_14231, PBDB_14232, PBDB_14233, PBDB_14234, PBDB_14319, PBDB_14320, PBDB_14321",longbottom 1979,Longbottom 1979
"Loomis F. B., ",1915,,A new mosasaur from the Fort Pierre,American Journal of Science,10.2475/ajs.s4-39.233.555,,Loomis,,Journal article,English,PBDB,PBDB_105717,PBDB_12208,loomis 1915,Loomis 1915
"Lopatin A. V., ",1996,,"The Stratigraphy and Small Mammals from the Aral Formation, the Altynshokysu Locality, Northern Aral Area",Stratigraphy and Geological Correlation,,,Lopatin,,Journal article,English,PBDB,PBDB_175920,PBDB_16251,lopatin 1996,Lopatin 1996
"Lopes R. P., Pereira J. C., S. R. Dillenburg, S. H. Tatumi, M. Yee, A. M. Graciano Figueiredo, A. Kinoshita, O. Baffag",2020,,"Late Pleistocene-Holocene fossils from Mirim Lake, Southern Brazil, and their paleoenvironmental significance: I - Vertebrates",Journal of South American Earth Sciences,10.1016/j.jsames.2020.102566,,Lopes,,Journal article,English,PBDB,PBDB_211308,"PBDB_18063, PBDB_18064, PBDB_18065",lopes et al. 2020,Lopes et al. 2020
"Lourembam, R.S. & Prasad, G.V.R. & Grover, P.",2017,,"Ichthyofauna (Chondrichthyes, Osteichthyes) from the Upper Cretaceous intertrappean beds of Piplanarayanwar, Chhindwara District, Madhya Pradesh, India.",Island Arc,10.1111/iar.12180,"A new fossiliferous intertrappean section is found 92 km southwest of the extensively studied intertrappean beds of Mohgaonkalan and Jhilmili in Chhindwara District, Central India. Application of the bulk screen-washing method led to the recovery of a rich microvertebrate fauna represented by fish, amphibians, crocodiles, snakes and dinosaurs. In this paper, the ichthyofauna recovered from the new intertrappean section consisting of Igdabatis indicus Prasad and Cappetta, 1993, Lepisosteus indicus Woodward, 1908, Osteoglossidae gen. et sp. indet., Pycnodontidae gen. et sp. indet. and Siluriformes indet. is described. The ichthyofauna dominantly represented by the teeth of Igdabatis indicus is suggestive of a nearshore, deltaic or estuarine palaeoenvironment and Late Cretaceous (Maastrichtian) age for the intertrappean beds. The remarkable similarity of the new intertrappean fauna to that of Asifabad and the infratrappean beds of Marepalli also is suggestive of coastal-plain conditions all along the Godavari lineament in the Late Cretaceous. Although the presence of planktonic foraminifera in the intertrappean beds of Jhilmili in the Mandla Lobe of Deccan volcanic province has been inferred in terms of a short term marine incursion from the west coast along the Narmada lineament in the Early Palaeocene, currently there is no definitive evidence for the prevalence of marine or coastal-plain conditions along the Narmada lineament at least in the latest Cretaceous.",Lourembam,"Island Arc, 26 (1): 26",Journal article,English,L,L_2870,L_4767,lourembam et al. 2017,Lourembam et al. 2017
