author,year,identifier,title,journal,keyword_time,keyword_place,described_species,described_genus,described_fam_ord,nov_fam,nov_gen,nov_sp,DOI,abstract,author1,journal_detail,pubtype,language,reference_display,reference_key
"Hulbert, Jr. R. C., Morgan G. S., ",1989,,"Stratigraphy, paleoecology, and vertebrate fauna of the Leisey Shell Pit Local Fauna, early Pleistocene (Irvingtonian) of southwestern Florida",Papers in Florida Paleontology,,,,,,,,,,,"Hulbert, Jr.",,Journal article,English,Hulbert & Morgan 1989,hulbert & morgan 1989
"Hulbert, Jr. R. C., Pratt A. E., ",1998,,Pleistocene (Rancholabrean) vertebrate faunas from coastal Georgia,Journal of Vertebrate Paleontology,,,,,,,,,10.1080/02724634.1998.10011069,,"Hulbert, Jr.",,Journal article,English,Hulbert & Pratt 1998,hulbert & pratt 1998
"Hulbert R. C., Petkewich R. M., G. A. Bishop, D. Bukry, D. P. Aleshire",1998,,A new middle Eocene protocetid whale (Mammalia: Cetacea: Archaeoceti) and associated biota from Georgia,Journal of Paleontology,,,,,,,,,10.1017/s0022336000027232,,Hulbert,,Journal article,English,Hulbert et al. 1998,hulbert et al. 1998
"Hunt A. P., Lucas S. G., ",1993,,Cretaceous vertebrates of New Mexico,New Mexico Museum of Natural History and Science Bulletin,,,,,,,,,,,Hunt,,Journal article,English,Hunt & Lucas 1993,hunt & lucas 1993
"Hutchinson, J.H. & Holroyd, P.A.",1996,,Preliminary report on the lower vertebrate fauna of the Late Middle Eocene Poundaung sandstones,"Fifty-Sixth Annual Meeting, Society of Vertebrate Paleontology","Paleogene, Eocene","Asia, Myanmar",,,,,,,,"The Pondaung sandstones of the Chindwin-IrrawaddyBasin, Burma (also called Myamnar) comprise a series of floodplain deposits locally overlain by coarse to fine grainedchannel sandstones,fromwhich this informalstratigraphicunit derives its name. Previous work on the vertebratescollected from these deposits has focused exclusively on the mammalian fauna. Recent fieldwork in Sagaing Division, Pale Township, has yielded evidence of a diverse lower vertebrate fauna. Chelonian and crocodillian remains are the most abundant and are found at virtually all localities. Carettochelyinesandtrionychinesdominatethe chelonian fauna,andatleasttwo bataguridgeneraarepresent. Two crocodylidtaxahave alsobeenrecognized.
Rarerinthefaunaaretheremainsofanewclariidsiluriform,thatofasingle chondrichthyan, Galeocerdo sp., and those of two new unusual lizards, tentatively assigned to the family Agamidae.
The composition of the lower vertebratefaunaconfirmsprevious interpretationsof these rocks as freshwaterfloodplain deposits, although the rare
occurrence of a chondrichthyansuggests thatthese rocks were laid down nearshore. Faunalendemicity is indicatedby the large numberof new taxa and is consistent with biogeographic interpretationsbased on mammalsthat suggest SoutheastAsianEocenefaunasweredistinctfromthosefoundelsewhere onthe continent.",Hutchinson,"Fifty-Sixth Annual Meeting, Society of Vertebrate Paleontology. Journal of Vertebrate Paleontology, Vol. 16, No.3, Supplement. Abstracts of Papers",Abstract,English,Hutchinson & Holroyd 1996,hutchinson & holroyd 1996
"Hutchinson P. J., Kues B. S., ",1985,,"Depositional environments and paleontology of Lewis Shale to lower Kirtland Shale sequence (Upper Cretaceous), Bisti area, northwestern New Mexico",New Mexico Bureau of Mines & Mineral Resources Circular,,,,,,,,,,,Hutchinson,,Journal article,English,Hutchinson & Kues 1985,hutchinson & kues 1985
"Iserbyt, A. & De Schutter, P.J.",2012,,"Quantitative analysis of Elasmobranch assemblages from two successive Ypresian (early Eocene) facies at Marke, western Belgium.",Geologica Belgica,"Paleogene, Eocene, Ypresian","Europe, Belgium",,"Squalus smithi, Isistius trituratus, Squatina prima, Heterodontus sp., Nebrius thielensi, Pararhincodon ypresiensis, Palaeohypotodus cf. rutoti, Brachycarcharias lerichei, Hypotodus verticalis, Odontaspis winkleri, Striatolamia macrota, Sylvestrilamia teretidens, Jaekelotodus robustus, Otodus obliquus, Isurolamna affinis, Parotodus pavlovi, Abdounia beaugei, Abdounia minutissima, Abdounia recticona, Physogaleus secundus, Rhizoprionodon aff. ganntourensis, Premontreia (Premontreia) degremonti, Premontreia (Oxyscyllium) gilberti, Microscyliorhinus burnhamensis, Galeorhinus ypresiensis, Galeorhinus duchaussoisi, Pachygaleus lefevrei, Foumtizia pattersoni, Foumtizia sp., Pristis lathami, Rhinobatos bruxelliensis, Aetobatus irregularis, Myliobatis sp., Burnhamia daviesi, Dasyatis jaekeli, Dasyatis sp., ",,,,,,"Temporal patterns in biodiversity are affected largely by changes in environmental conditions. Sea level fluctuations rank amongst the major factors that affect marine biodiversity or community structure on a local or regional scale, as confirmed by numerous case studies relating lithology with fossil assemblages in order to reconstruct palaeoenvironmental conditions. However up to now, few studies quantified selachian and batoid faunas (Elasmobranchii) in such a context. In the present study, we compare elasmobranch teeth from two successive facies of Ypresian (Early Eocene) age, as exposed at the Marke clay pit in the southern part of the Belgian Basin. We present a significant link between the difference in lithology of these levels and elasmobranch community structure. In general, selachians are notably more common in clayey levels, while batoids predominate in sandy levels. Following the principle of uniformitarianism, such a link indicates that the recognised patterns in elasmobranch diversity depend mainly on the preferred sea level and/or habitat requirements by a species or a species group, in analogy to what is seen in modern communities. Additional notes on the palaeoenvironment are presented, as well as a list of 36 elasmobranch taxa from Marke, including a number of new recorded taxa for the Ypresian of Belgium.",Iserbyt,"Geologica Belgica, 15 (3): 146–153",Journal article,English,Iserbyt & de Schutter 2012,iserbyt & de schutter 2012
"Ishiwara, Y.",1921,,On some fossil Shark-Teeth from the Neogene of Japan.,Sci. Rep. Tuhoku Imp. Univ.,"Neogene, Miocene","Asia, Japan","Isurus hastalis, Carcharodon megalodon, Carcharodon arnoldi, Carcharodon carcharias, Carcharodon sp., Carcharias cuspidatus, Carcharinus gangeticus, Carcharinus commersoni,",,,,,,,,Ishiwara,"Sci. Rep. Tuhoku Imp. Univ., Ser. II (Geol.), 5 (3): 6174",Journal article,English,Ishiwara 1921,ishiwara 1921
"Itoigawa J.,  , ",1977,,Cretaceous fossil elasmobranchs from Japan,Bulletin of the Mizunami Fossil Museum,,,,,,,,,,,Itoigawa,,Journal article,Japanese,Itoigawa 1977,itoigawa 1977
"Itoigawa, J. & Nishimoto, N. & Kuroda, M. & Horié, H. & Naruse, A. & Watanabe, Y.",1975,,"Carcharodon carcharias (Linné) - shark teeth - from the Pliocene Na-arai formation, Coshi Peninsula, environs of Tokyo, Japan. [in Japanese with English abstract]",Bulletin of the Mizunami Fossil Museum,"Neogene, Pliocene","Asia, Japan",,"Carcharodon carcharias, Carcharodon megalodon",,,,,,no abstract,Itoigawa,"Bulletin of the Mizunami Fossil Museum, 2: 91–102, pls. 19–22, 4 figs., 4 tabs. [in Japanese, with English abstract]",Journal article,Japanese,Itoigawa et al. 1975,itoigawa et al. 1975
"Iturralde-Vinent M., Hubbell G., R. Rojas",1996,,Catalogue of Cuban fossil Elasmobranchii (Paleocene to Pliocene) and paleogeographic implications of their Lower to Middle Miocene occurrence,Boletín de la Sociedad Jamaicana de Geología,,,,,,,,,,,Iturralde-Vinent,,Journal article,English,Iturralde-vinent et al. 1996,iturralde vinent et al. 1996
"Iturralde-Vinent M., Mora C. L., R. Rojas, M. R. Gutiérrez",1998,,Myliobatidae (Elasmobranchii: Batomorphii) del Terciario de Cuba,Revista de la Sociedad Mexicana de Paleontologia,,,,,,,,,,,Iturralde-Vinent,,Journal article,English,Iturralde-vinent et al. 1998,iturralde vinent et al. 1998
"Canevet J-M.,  , ",2011,,"The Chondrichthyans of the Middle Miocene (Serravallian) of Salles (Gironde, France)",Cossmanniana,,,,,,,,,,,Canevet,,Journal article,French,Canevet 2011,canevet 2011
"Jaccard A.,  , ",1869,,Jura Vaudois et Neuchatelois,Matériaux pour la carte géologique de la Suisse,,,,,,,,,,,Jaccard,,Serial monograph,French,Jaccard 1869,jaccard 1869
"Jacobs L. L., Winkler D. A., P. A. Murry, J. M. Maurice",1994,,A nodosaurid scuteling from the Texas shore of the Western Interior Seaway,Dinosaur Eggs and Babies,,,,,,,,,,,Jacobs,,Book chapter,English,Jacobs et al. 1994,jacobs et al. 1994
"Jacobs L. L., Fiorillo A. R., Y. Nishida, E. M. G. Fitzgerald",2009,,Mid-Cenozoic marine mammals from Alaska,Museum of Northern Arizona Bulletin,,,,,,,,,,,Jacobs,,Journal article,English,Jacobs et al. 2009,jacobs et al. 2009
"Jaeger J.-J., Soe A. N., O. Chavasseau, P. Coster, E.-G. Emonet, F. Guy, R. Lebrun, A. A. Maung, H. Shwe, S. T. Tun, K. L. Oo, M. Rugbumrung, H. Bocherens, M. Benammi, K. Chaivanich, P. Tafforeau, Y. Chaimanee",2011,,First Hominoid from the Late Miocene of the Irrawaddy Formation (Myanmar),PLoS One,,,,,,,,,10.1371/journal.pone.0017065,,Jaeger,,Journal article,English,Jaeger et al. 2011,jaeger et al. 2011
"Jaekel O.,  , ",1894,,Die eocanen Selachier vom Monte Bolca,Die eocanen Selachier vom Monte Bolca,,,,,,,,,10.5962/bhl.title.8458,,Jaekel,,Book,English,Jaekel 1894,jaekel 1894
"Jagt, J.W.M. & Lebrun, P.",2015,,"Les fossiles néocrétacés de la région de Maastricht (Pays-Bas, Belgique).",Fossiles,"Cretaceous, Late Cretaceous, Maastrichtian","Europe, Belgium","Pseudocorax affinis, Ganopristis leptodon, Palaeohypotodus bronni",,,,,,,no abstract,Jagt,"Fossiles, 24: 35-71",Magazine Article,French,Jagt & Lebrun 2015,jagt & lebrun 2015
"Jagt J. W. M.,  , ",1996,,"Late Maastrichtian and Early Palaeocene index macrofossils in the Maastrichtian type area (SE Netherlands, NE Belgium)",Geologie en Mijnbouw,,,,,,,,,,,Jagt,,unknown,unknown,Jagt 1996,jagt 1996
"Jagt J. W. M., Motchurova-Dekova N., P. Ivanov, H. Capetta, A. S. Schulp",2006,,"Latest Cretaceous mosasaurs and lamniform sharks from Labirinta cave, Vratsa district (northwest Bulgaria): a preliminary note",Annales Geologiques de la Peninsule Balkanique,,,,,,,,,10.2298/gabp0667051j,,Jagt,,Journal article,English,Jagt et al. 2006,jagt et al. 2006
"Jagt, J.W.M. & Van Bakel, B.W.M. & Cremers, G. & Deckers, M.J.M. & Dortangs, R.W. & Van Es. M. & Fraaije, R.H.B. & Kisters, P.J.M. & Van Knippenberg, P.H.M. & Lemmens, H. & Nieuwenhuis, E. & Severijns, J. & Stroucken, J.W.",2013,,Het Vroeg Paleoceen (Danien) van zuidelijk Limburg en aangrenzend gebied - nieuwe fauna’s en nieuwe inzichten.,Afzettingen WTKG,"Paleogene, Paleocene, Danian","Europe, Belgium",,"Synechodus faxensis, Notidanodon sp., Heterodontus lerichei, Carcharias gracilis, Carcharias sp., Striatolamia cederstroemi, Odontaspis speyeri, Cretalamna appendiculata, Palaeogaleus sp., Eomobula sp., Dasyatis sp., Hypolophodon sylvestris, ",,,,,,"The Early Paleocene (Danian) of southern Limburg and neighbouring areas – new faunas and new insights 
Collecting between 1988 and 2012 from various (tempo¬rary) outcrops of the highest part of the Meerssen Mem¬ber (Maastricht Formation, subunit IVf-7) and the entire Geulhem Member (Houthem Formation, subunits Va-1 to Va-4) of Early to Middle Danian (Early Paleocene) age at the former Curfs quarry (Geulhem), temporary sections along the Albertkanaal near Vroenhoven-Riemst (Lim¬burg, Belgium) and the Geulhemmerberg subterranean galleries has resulted in quite a number of new macro¬fossil assemblages. These comprise ammonoid, coleoid and nautiloid cephalopods, bivalves, gastropods, tele¬ost fish, neoselachians, chimaeroids and thoracosaurine crocodiles. Special attention was paid to assemblag¬es from subunit IVf-7, between the Berg en Terblijt and Vroenhoven horizons, the former being equated (since 1996) with the Cretaceous-Paleogene (K/L) boundary. Ammonite survivor species, amongst which scaphitids and baculitids, as well as other typically late Maastrich¬tian molluscs such as trigoniids, neithinine pectinids, the tegulated inoceramid Tenuipteria argentea and echinoids (Leymeriaster maestrichtensis, Hemipneustes striatora¬diatus) are known from lower Paleocene (lower Dani¬an) levels. Work underway concentrates on taxonomic, taphonomic and palaeoecological assessments of bi¬valve and gastropod faunas both from the indurated levels of subunit IVf-7 and from the overlying Geulhem Member. In addition, shark and ray assemblages, as well as chimaeroid faunules, are being written up. Not sur¬prisingly, in view of the palaeogeography of the area, in all biotic groups a clear admixture of elements of Tethy¬an (southern European/north African) and Boreal (north¬ern European) affinities has been noted.",Jagt,"Afzettingen WTKG, 34 (4): 198-230",Journal article,Dutch,Jagt et al. 2013,jagt et al. 2013
"Jain S. L., Sahni A., ",1983,,Some Upper Cretaceous vertebrates from central India and their palaeogeographic implications,"In H. K. Maheshwari (ed.), Proceedings of the Symposium on ""Cretaceous of India: Palaeoecology, Palaeogeography and Time Boundaries"", Lucknow. Indian Association of Palynostratigraphers",,,,,,,,,,,Jain,,Book chapter,English,Jain & Sahni 1983,jain & sahni 1983
"Jain S. L., Sahni A., ",1985,,"Dinosaurian egg shell fragments from the Lameta Formation at Pisdura, Chandrapur district, Maharashtra",Geoscience Journal,,,,,,,,,,,Jain,,Journal article,English,Jain & Sahni 1985,jain & sahni 1985
"Jain S. L.,  , ",1989,,"Recent dinosaur discoveries in India, including eggshells, nests and coprolites",Dinosaur Tracks and Traces,,,,,,,,,,,Jain,,Book chapter,English,Jain 1989,jain 1989
"Jambura, P.L. & Pfaff, C. & Underwood, C.J. & Ward, D.J. & Kriwet, J.",2018,,"Tooth mineralization and histology patterns in extinct and extant snaggletooth sharks, Hemipristis (Carcharhiniformes, Hemigaleidae)‚ÄîEvolutionary significance or ecological adaptation?",PLoS ONE,"rezent, Paleogene, Eocene, Neogene, Miocene",,"Hemipristis elongata, Hemipristis serra, Hemipristis curvatus, Carcharhinus leucas, Isurus oxyrinchus, Chaenogaleus macrostoma, Hemigaleus microstoma, Paragaleus randalli, Carcharhinus melanopterus, Carcharhinus obscurus, Carcharhinus signatus, Galeocerdo cuvier, Prionace glauca, Rhizoprionodon acutus, Sphyrna zygaena",,,,,,10.1371/journal.pone.0200951,"Shark jaws exhibit teeth that are arranged into distinct series and files and display great diversities in shapes and structures, which not only is related to their function (grasping, cutting, crushing) during feeding, but also bear a strong phylogenetic signal. So far, most research on the relationship between shark teeth and feeding ecology and systematics focused on the external tooth morphology only. Although the tooth histology of sharks has been examined since the early 19th century, its functional and systematic implications are still ambiguous. Shark teeth normally consist of either a porous, cellular dentine, osteodentine (in lamniform sharks and some batoids) or a dense layer of orthodentine (known from different sharks). Sharks of the order Carcharhiniformes, comprising ca. 60% of all extant shark species, are known to have orthodont teeth, with a single exception‚Äîthe snaggletooth shark, Hemipristis elongata. High resolution micro-CT images of jaws and teeth from selected carcharhiniform sharks (including extant and fossil snaggletooth sharks) and tooth sections of teeth of Hemipristis, other carcharhiniform and lamniform sharks, have revealed that (1) Hemipristis is indeed the only carcharhiniform shark filling its pulp cavity with osteodentine in addition to orthodentine, (2) the tooth histology of Hemipristis elongata differs from the osteodont histotype, which evolved in lamniform sharks and conversely represents a modified orthodonty, and (3) this modified orthodonty was already present in extinct Hemipristis species but the mineralization sequence has changed over time. Our results clearly show the presence of a third tooth histotype‚Äîthe pseudoosteodont histotype, which is present in Hemipristis. The unique tooth histology of lamniform sharks might provide a phylogenetic signal for this group, but more research is necessary to understand the phylogenetic importance of tooth histology in sharks in general.",Jambura,"PLoS ONE, 13 (8): e0200951",Journal article,English,Jambura et al. 2018,jambura et al. 2018
